"zip_code","estado","ciudad","latitud","longitud"
1304,"SP","sao paulo",-23.554056434811184,-46.65520236871312
1305,"SP","sao paulo",-23.55262273586526,-46.65253828877208
1306,"SP","sao paulo",-23.553785206718914,-46.64960509694539
1307,"SP","sao paulo",-23.552778010115734,-46.65320770049066
1308,"SP","sao paulo",-23.555981373614493,-46.65331111428111
1309,"SP","são paulo",-23.55549308001593,-46.658452189500665
1310,"SP","sao paulo",-23.56165294846951,-46.65602130430725
1311,"SP","sao paulo",-23.564504609380954,-46.65279265595322
1312,"SP","sao paulo",-23.55479387261339,-46.64961491794627
1313,"SP","sao paulo",-23.556111699158375,-46.65057380587253
1314,"SP","sao paulo",-23.552640734461253,-46.645204377633014
1315,"SP","sao paulo",-23.55408999997805,-46.64038909569764
1316,"SP","sao paulo",-23.552954845393913,-46.63943281932129
1317,"SP","sao paulo",-23.55623821364504,-46.64005986522848
1318,"SP","sao paulo",-23.559447989888127,-46.64241273733221
1319,"SP","são paulo",-23.551881657731418,-46.64072797271628
1320,"SP","sao paulo",-23.557955062291967,-46.639347399325395
1321,"SP","sao paulo",-23.562128634884576,-46.64191854981315
1322,"SP","sao paulo",-23.56317165882957,-46.643456141575236
1323,"SP","sao paulo",-23.565734784650232,-46.64147810312642
1324,"SP","sao paulo",-23.55521473546573,-46.64315074020321
1325,"SP","sao paulo",-23.557390163497683,-46.64445833667601
1326,"SP","sao paulo",-23.556539014688955,-46.645439561798014
1327,"SP","sao paulo",-23.565113424714433,-46.644944579328765
1328,"SP","sao paulo",-23.55599268648501,-46.64679480230546
1329,"SP","sao paulo",-23.5619775213248,-46.64728109566715
1330,"SP","sao paulo",-23.55903788611603,-46.64945883730207
1331,"SP","sao paulo",-23.562664414712174,-46.649996658057816
1332,"SP","sao paulo",-23.55956858757865,-46.65245164487604
1333,"SP","sao paulo",-23.566435052408952,-46.647563596618966
1401,"SP","sao paulo",-23.575807250351694,-46.65865462724656
1402,"SP","sao paulo",-23.57483739004907,-46.65739203989355
1403,"SP","são paulo",-23.56875503877107,-46.65340944414582
1404,"SP","sao paulo",-23.568544733628457,-46.655780276658064
1405,"SP","sao paulo",-23.564762579634404,-46.65513838518372
1406,"SP","são paulo",-23.57481433896783,-46.67029927274052
1407,"SP","sao paulo",-23.576111884428972,-46.67139205737761
1408,"SP","sao paulo",-23.56711189502812,-46.66081341581777
1409,"SP","sao paulo",-23.56146082458663,-46.6582620039177
1410,"SP","sao paulo",-23.56283144586961,-46.66092524802456
1411,"SP","sao paulo",-23.564247867542992,-46.664059567949934
1412,"SP","são paulo",-23.563651580737666,-46.666024121075246
1413,"SP","são paulo",-23.561814504124463,-46.664033954271915
1414,"SP","são paulo",-23.559623493719684,-46.6634964553206
1415,"SP","sao paulo",-23.55609171648326,-46.660462198375605
1416,"SP","sao paulo",-23.560692913961418,-46.667688532670496
1417,"SP","sao paulo",-23.552778853099586,-46.63393189503632
1418,"SP","sao paulo",-23.56411614903986,-46.65527239864382
1419,"SP","sao paulo",-23.563541620009776,-46.65594961304885
1420,"SP","sao paulo",-23.5634354904988,-46.65791603919699
1421,"SP","são paulo",-23.563299264968794,-46.66015369245716
1422,"SP","sao paulo",-23.563961910707363,-46.661132368415885
1423,"SP","sao paulo",-23.56914511719341,-46.65734766505129
1424,"SP","sao paulo",-23.56804145680593,-46.66139884320943
1425,"SP","sao paulo",-23.572898532495433,-46.65924739236763
1426,"SP","sao paulo",-23.565860397098273,-46.66603169632676
1427,"SP","são paulo",-23.57104476479159,-46.66406861421766
1428,"SP","sao paulo",-23.573938872860044,-46.66232632374679
1429,"SP","são paulo",-23.5763844555291,-46.66290000707434
1430,"SP","sao paulo",-23.65614006235602,-46.66250204609212
1431,"SP","sao paulo",-23.62038877983607,-46.66476818452366
1432,"SP","sao paulo",-23.576485879805993,-46.6657860583567
1433,"SP","são paulo",-23.57840745461661,-46.66837295595988
1434,"SP","sao paulo",-23.574646544842803,-46.672377399015254
1435,"SP","sao paulo",-23.579321845605367,-46.67017866896868
1436,"SP","sao paulo",-23.57245538592821,-46.66798871616942
1437,"SP","sao paulo",-23.5721412540443,-46.67150329618943
1438,"SP","sao paulo",-23.56980370877425,-46.67226487905968
1439,"SP","sao paulo",-23.56628948809204,-46.673571417782284
1440,"SP","sao paulo",-23.568289458157125,-46.67817024606098
1441,"SP","são paulo",-23.570603894261335,-46.68373209675989
1442,"SP","sao paulo",-23.566530732061704,-46.67861605515885
1443,"SP","sao paulo",-23.568268938910098,-46.684507863331326
1444,"SP","sao paulo",-23.573235541829785,-46.68752695447546
1445,"SP","sao paulo",-23.57103798335723,-46.688068007270104
1446,"SP","sao paulo",-23.575583788550986,-46.675498893884544
1447,"SP","sao paulo",-23.57278680948971,-46.67888556258397
1448,"SP","sao paulo",-23.578237896388117,-46.6798226933562
1449,"SP","sao paulo",-23.576116917727894,-46.67995669824682
1450,"SP","sao paulo",-23.576453178872967,-46.68518508958671
1451,"SP","sao paulo",-23.577435950107756,-46.686989849503625
1452,"SP","sao paulo",-23.57499644597807,-46.68887938403563
1453,"SP","sao paulo",-23.58405900397474,-46.686376108944685
1454,"SP","sao paulo",-23.5823769762781,-46.68670275509793
1455,"SP","sao paulo",-23.580554136002814,-46.69112136854049
1456,"SP","sao paulo",-23.576839765441044,-46.69098724900726
1457,"SP","sao paulo",-23.575237809829588,-46.69270350960496
1472,"SP","sao paulo",-23.57054369248079,-46.69129667943905
1489,"SP","sao paulo",-23.57664998889148,-46.68740004775216
1501,"SP","são paulo",-23.552469356196877,-46.63548543836742
1502,"SP","sao paulo",-23.55460594212853,-46.63549256113905
1503,"SP","são paulo",-23.557709002952702,-46.636769371015525
1504,"SP","sao paulo",-23.566860580458098,-46.639505296222325
1505,"SP","são paulo",-23.555267611186444,-46.63182476204628
1506,"SP","são paulo",-23.559558667862476,-46.635032185031825
1507,"SP","são paulo",-23.558146418434664,-46.63176589052543
1508,"SP","sao paulo",-23.561423631210438,-46.635830059412875
1509,"SP","sao paulo",-23.567010080253134,-46.6357981412501
1510,"SP","sao paulo",-23.557602164986584,-46.63361528281082
1511,"SP","sao paulo",-23.561456812728604,-46.63294793571506
1512,"SP","sao paulo",-23.553717206079803,-46.62949909730413
1513,"SP","sao paulo",-23.548914356972634,-46.60384461609751
1514,"SP","sao paulo",-23.554377818784552,-46.62833776862852
1516,"SP","sao paulo",-23.559073244239713,-46.615479964241814
1517,"SP","sao paulo",-23.559613278440462,-46.62400348069892
1518,"SP","sao paulo",-23.559209262391256,-46.62318692012761
1519,"SP","sao paulo",-23.56092636240119,-46.62475706787168
1520,"SP","sao paulo",-23.5593782690559,-46.62016401941447
1521,"SP","sao paulo",-23.561174444941702,-46.621509031668836
1522,"SP","sao paulo",-23.559920265800763,-46.61598186753571
1523,"SP","sao paulo",-23.564203478452267,-46.61689706470856
1524,"SP","sao paulo",-23.56778327483324,-46.61340053805787
1525,"SP","sao paulo",-23.564028977467746,-46.634953911249525
1526,"SP","sao paulo",-23.565952267759908,-46.63094391856622
1527,"SP","sao paulo",-23.562439173525966,-46.62919220917373
1528,"SP","sao paulo",-23.56477004530615,-46.627165924834166
1529,"SP","sao paulo",-23.568439156874526,-46.63455549164137
1530,"SP","sao paulo",-23.568944498063477,-46.6300891882054
1531,"SP","sao paulo",-23.57076062771336,-46.63242524738392
1532,"SP","sao paulo",-23.57053421761298,-46.636111876960506
1533,"SP","sao paulo",-23.571168123099824,-46.63836454335033
1534,"SP","sao paulo",-23.567543590159627,-46.626085143450254
1535,"SP","sao paulo",-23.572433214905786,-46.625241361882196
1536,"SP","sao paulo",-23.569032131454914,-46.6234362735564
1537,"SP","sao paulo",-23.57442284838845,-46.62313726443156
1538,"SP","são paulo",-23.57631282327834,-46.62362934794424
1539,"SP","sao paulo",-23.5711528559151,-46.62043601303771
1540,"SP","sao paulo",-23.565851346289612,-46.62258150860084
1541,"SP","sao paulo",-23.56925274057871,-46.6186169730581
1542,"SP","sao paulo",-23.571065827080144,-46.62406014113324
1543,"SP","sao paulo",-23.573720975073698,-46.62387176826929
1544,"SP","sao paulo",-23.57725543271809,-46.621631742215655
1545,"SP","sao paulo",-23.580974143098487,-46.61831033162643
1546,"SP","são paulo",-23.579039318151192,-46.62195565179699
1547,"SP","sao paulo",-23.582993961723396,-46.62112676164033
1548,"SP","sao paulo",-23.576927145286824,-46.613420785199985
1549,"SP","sao paulo",-23.576317533999347,-46.61558665669375
1550,"SP","sao paulo",-23.573056606592885,-46.61615054561147
1551,"SP","sao paulo",-23.57273791226793,-46.612680073611074
1552,"SP","sao paulo",-23.569490695195096,-46.611321773237286
1553,"SP","sao paulo",-23.574487923181074,-46.60919807994077
2009,"SP","sao paulo",-23.515799103830265,-46.64113909097136
2010,"SP","são paulo",-23.51056158921295,-46.626354973313795
2011,"SP","sao paulo",-23.504385034128497,-46.62662104590108
2012,"SP","sao paulo",-23.513066026188493,-46.63196817761764
2013,"SP","sao paulo",-23.5022061742251,-46.63311453979945
2016,"SP","sao paulo",-23.503984838767177,-46.6256721599388
2017,"SP","são paulo",-23.500742944360795,-46.63469457728484
2018,"SP","sao paulo",-23.495703706178833,-46.62970690460868
2019,"SP","sao paulo",-23.498263084919962,-46.62965156173039
2020,"SP","sao paulo",-23.49646860368892,-46.63329280565476
2021,"SP","sao paulo",-23.49830914117729,-46.635885898464316
2022,"SP","são paulo",-23.504073903424537,-46.6376709347386
2028,"SP","sao paulo",-23.50870254456776,-46.61833692171872
2029,"SP","sao paulo",-23.50936207852278,-46.619343553001265
2030,"SP","sao paulo",-23.505871338521402,-46.62468256911272
2031,"SP","sao paulo",-23.510062708819763,-46.6257781627838
2032,"SP","sao paulo",-23.511068260729207,-46.62384982222437
2033,"SP","sao paulo",-23.49990045339548,-46.615049990749235
2034,"SP","sao paulo",-23.504072876495652,-46.62414421625581
2035,"SP","são paulo",-23.496211310932598,-46.62282500873062
2036,"SP","sao paulo",-23.501744307143422,-46.62080286230928
2037,"SP","sao paulo",-23.499718221076254,-46.62055504527753
2038,"SP","sao paulo",-23.49523752805909,-46.62416228233209
2039,"SP","sao paulo",-23.49302509597309,-46.621603479583534
2040,"SP","sao paulo",-23.48965996001443,-46.622571665092934
2041,"SP","sao paulo",-23.490626476607115,-46.62307980262541
2042,"SP","sao paulo",-23.494233904442222,-46.61637715243747
2043,"SP","sao paulo",-23.489943419781977,-46.61612445688869
2044,"SP","sao paulo",-23.495724717630402,-46.618787965852384
2045,"SP","sao paulo",-23.49614649201779,-46.616402919178896
2046,"SP","sao paulo",-23.49228045530089,-46.6117694020757
2047,"SP","sao paulo",-23.51721555382505,-46.618673963872304
2049,"SP","são paulo",-23.514166590335094,-46.61736559414439
2050,"SP","são paulo",-23.51734415478189,-46.612135226939586
2051,"SP","sao paulo",-23.509988340079175,-46.607764415391046
2052,"SP","sao paulo",-23.512974466155036,-46.60778378479692
2053,"SP","sao paulo",-23.513227598850435,-46.602792691111006
2054,"SP","sao paulo",-23.517195508095334,-46.606699212204454
2055,"SP","sao paulo",-23.514029731318832,-46.60712616164343
2056,"SP","são paulo",-23.51230213331166,-46.60278807725412
2060,"SP","sao paulo",-23.519005155195273,-46.60286093182149
2064,"SP","sao paulo",-23.517676960434017,-46.597964629407336
2065,"SP","sao paulo",-23.507711240884014,-46.605369299131056
2066,"SP","sao paulo",-23.508643305018005,-46.6052956688157
2067,"SP","sao paulo",-23.50672028105331,-46.603653419963514
2068,"SP","sao paulo",-23.505132506228197,-46.612375320762865
2069,"SP","sao paulo",-23.505534343983754,-46.613927707539226
2071,"SP","sao paulo",-23.504278758029905,-46.6064276723511
2072,"SP","sao paulo",-23.50016492784018,-46.60405533511346
2073,"SP","sao paulo",-23.50183202803718,-46.607133930305224
2074,"SP","sao paulo",-23.50521986198309,-46.60044750495477
2075,"SP","sao paulo",-23.505454220429986,-46.60232703217922
2076,"SP","sao paulo",-23.504660529782434,-46.59909846180968
2077,"SP","sao paulo",-23.502316162953992,-46.59729440070282
2078,"SP","sao paulo",-23.50224822474882,-46.595609671297865
2079,"SP","sao paulo",-23.499287714127018,-46.605785079672366
2080,"SP","sao paulo",-23.497670419903162,-46.605361571706716
2081,"SP","sao paulo",-23.495841332603625,-46.60469932466566
2082,"SP","sao paulo",-23.49459706456804,-46.607166793136535
2083,"SP","sao paulo",-23.495321455594585,-46.59793556042432
2084,"SP","sao paulo",-23.497275216798545,-46.59974305553181
2085,"SP","sao paulo",-23.4979526826485,-46.6129677377595
2088,"SP","sao paulo",-23.50424025971884,-46.620742066583865
2089,"SP","sao paulo",-23.51709448459233,-46.616673100755904
2110,"SP","sao paulo",-23.519097465042975,-46.595538854316054
2111,"SP","sao paulo",-23.517643001212136,-46.592756877647595
2112,"SP","são paulo",-23.517448624283094,-46.59045121964735
2113,"SP","sao paulo",-23.517720495682244,-46.589226620340014
2114,"SP","sao paulo",-23.522317926702843,-46.59061483317943
2115,"SP","sao paulo",-23.526589649122574,-46.59169265929573
2116,"SP","sao paulo",-23.520110678826004,-46.58524004305731
2117,"SP","sao paulo",-23.51865496410496,-46.59365984819465
2118,"SP","sao paulo",-23.515006511347327,-46.59277463488238
2119,"SP","sao paulo",-23.51220780313035,-46.59263904944159
2120,"SP","são paulo",-23.510824402445753,-46.59388576024579
2121,"SP","sao paulo",-23.51222906922023,-46.5896833188041
2122,"SP","sao paulo",-23.51196609358015,-46.58386437718145
2123,"SP","sao paulo",-23.511838083991446,-46.579442496039015
2124,"SP","sao paulo",-23.506976913025856,-46.57712086357542
2125,"SP","sao paulo",-23.509839952402746,-46.586803354893675
2126,"SP","sao paulo",-23.506898021382852,-46.591751147883535
2127,"SP","sao paulo",-23.505597968453053,-46.58726574110867
2128,"SP","sao paulo",-23.50501951707933,-46.593942564083434
2129,"SP","sao paulo",-23.50371906481274,-46.588291028965315
2130,"SP","são paulo",-23.50846749738403,-46.58356366642945
2131,"SP","sao paulo",-23.50432881186952,-46.58250945058417
2132,"SP","sao paulo",-23.501320929534852,-46.577656627878746
2133,"SP","sao paulo",-23.49908122442092,-46.58472476845841
2134,"SP","sao paulo",-23.498613267408857,-46.57978572229729
2135,"SP","sao paulo",-23.49793218940606,-46.58461229170023
2136,"SP","são paulo",-23.49875432423628,-46.58237728186106
2137,"SP","sao paulo",-23.49795326926181,-46.57611869717362
2138,"SP","sao paulo",-23.49346386270857,-46.57451697635212
2139,"SP","são paulo",-23.490468265934737,-46.573530200325685
2141,"SP","são paulo",-23.488986884986797,-46.57065328067549
2142,"SP","sao paulo",-23.51019871070172,-46.57671781547334
2143,"SP","sao paulo",-23.507217446152122,-46.57496712581993
2144,"SP","sao paulo",-23.50369564795767,-46.570756169824115
2145,"SP","sao paulo",-23.50235732946796,-46.56625930442225
2146,"SP","sao paulo",-23.50095702331352,-46.57088226395057
2147,"SP","são paulo",-23.498361926574916,-46.565166700263546
2150,"SP","sao paulo",-23.49403466917498,-46.56863320970435
2151,"SP","sao paulo",-23.49696271641433,-46.56955259688865
2152,"SP","são paulo",-23.49736136522832,-46.572231727088045
2161,"SP","são paulo",-23.490165194182673,-46.569283719186814
2162,"SP","são paulo",-23.490653213841014,-46.56283078535538
2166,"SP","sao paulo",-23.52520905703859,-46.58402154568833
2167,"SP","sao paulo",-23.522695763662153,-46.58161990876913
2168,"SP","são paulo",-23.52060552735291,-46.57950339815872
2169,"SP","sao paulo",-23.549584845417158,-46.62029999286664
2170,"SP","são paulo",-23.525644299521666,-46.57701341026048
2174,"SP","sao paulo",-23.52292354286206,-46.57242472056034
2175,"SP","sao paulo",-23.515886694400297,-46.57489158730298
2176,"SP","sao paulo",-23.51359890288362,-46.57306528500429
2177,"SP","sao paulo",-23.508734336146947,-46.5585298971563
2178,"SP","são paulo",-23.52166498695023,-46.57052387650715
2179,"SP","sao paulo",-23.520410060508976,-46.56823533906901
2180,"SP","sao paulo",-23.51921070636201,-46.5659557064848
2181,"SP","são paulo",-23.518687477370364,-46.561020759548384
2185,"SP","sao paulo",-23.514699154771932,-46.56748610841785
2186,"SP","sao paulo",-23.514056203198088,-46.56906006229932
2187,"SP","sao paulo",-23.51587138597784,-46.56490977736317
2188,"SP","sao paulo",-23.509466194005064,-46.566981988420444
2189,"SP","são paulo",-23.507787143908228,-46.567467709487815
2190,"SP","sao paulo",-23.507148054284894,-46.56397315445738
2201,"SP","são paulo",-23.486228925529453,-46.592006127066014
2202,"SP","sao paulo",-23.493048682907922,-46.59481549706721
2203,"SP","sao paulo",-23.491870834979046,-46.59134807783875
2204,"SP","sao paulo",-23.48741125450329,-46.592162394636865
2205,"SP","sao paulo",-23.48798815884837,-46.59119431348124
2206,"SP","são paulo",-23.484620569713123,-46.59404547791869
2207,"SP","sao paulo",-23.485985491921372,-46.588188764979016
2208,"SP","sao paulo",-23.48301553679173,-46.58951864576983
2209,"SP","sao paulo",-23.485125790212166,-46.58537751870623
2210,"SP","sao paulo",-23.48255993586803,-46.5821023396063
2211,"SP","sao paulo",-23.4973990036863,-46.59360543538116
2212,"SP","sao paulo",-23.495647470348985,-46.589259139316894
2213,"SP","sao paulo",-23.496166309003108,-46.58812570952551
2214,"SP","são paulo",-23.492851437763264,-46.586798219154936
2215,"SP","sao paulo",-23.490758745356786,-46.58336932471798
2216,"SP","sao paulo",-23.493057912566336,-46.57978444125484
2217,"SP","são paulo",-23.490353655303625,-46.580175655730486
2218,"SP","sao paulo",-23.48678708500295,-46.58480845970804
2219,"SP","sao paulo",-23.490776738309968,-46.5859266188746
2220,"SP","sao paulo",-23.489760624425745,-46.5776765153455
2221,"SP","sao paulo",-23.481505719547886,-46.58142023282459
2222,"SP","sao paulo",-23.482555519831926,-46.57558643715372
2223,"SP","sao paulo",-23.48163665026993,-46.58016703941922
2224,"SP","sao paulo",-23.484505055041186,-46.573773850049506
2225,"SP","sao paulo",-23.482722295019073,-46.57510689223968
2226,"SP","sao paulo",-23.480130351279392,-46.57362187381918
2227,"SP","sao paulo",-23.478725053779495,-46.572374003941746
2228,"SP","sao paulo",-23.4754956302924,-46.57154155013411
2229,"SP","sao paulo",-23.476573316835694,-46.56882032587764
2230,"SP","sao paulo",-23.483775068199005,-46.56365865538832
